student_id,course_code,quiz1,quiz2,endterm,assignment1,assignment2,assignment3,assignment4,assignment5,assignment6,assignment7,assignment8,assignment9,assignment10,assignment11,assignment12,total_score,grade,grade_point,attendance_percentage
DS005,BDS401,69.37,75.36,70.66,71.91,78.53,79.01,69.82,91.48,73.14,73.74,75.18,74.45,85.42,86.28,71.97,73.25,C,8.0,67.93
DS005,DVIS401,100.0,100.0,99.27,100.0,100.0,100.0,94.5,100.0,100.0,100.0,98.35,100.0,100.0,100.0,100.0,99.53,A,10.0,100.0
DS005,MLP501,78.47,71.09,78.74,80.92,66.32,70.01,72.87,80.41,85.16,74.79,74.71,69.11,85.5,84.89,84.17,77.15,C,8.0,60.0
DS005,DL501,73.27,77.65,80.64,60.21,79.62,67.47,72.85,77.79,75.44,59.94,66.02,74.19,81.06,62.26,73.65,76.16,C,8.0,60.0
DS005,NLP501,82.42,90.74,71.31,69.99,75.78,70.69,62.18,69.98,62.07,69.83,78.95,68.76,78.83,83.04,78.13,76.2,C,8.0,60.0
DS005,CV501,88.98,60.03,75.38,69.0,75.72,77.66,60.45,69.59,76.95,82.62,75.32,62.69,73.03,81.39,82.17,74.67,C,8.0,60.0
DS005,RL601,59.42,,,35.45,32.3,31.09,45.09,45.78,35.88,,,,,,,,,,60.0
DS005,TSA601,79.65,,,53.16,58.04,84.4,70.08,65.98,69.31,,,,,,,,,,60.0
DS005,BA601,46.34,,,41.22,44.31,54.1,58.03,63.45,55.73,,,,,,,,,,60.0
DS005,CAP601,52.53,,,42.92,71.87,66.11,60.29,53.41,59.22,,,,,,,,,,60.0
DS006,MATH101,97.34,69.68,52.98,77.23,88.65,84.41,88.09,88.79,82.07,87.27,89.82,78.19,75.25,97.12,100.0,72.17,C,8.0,60.79
DS006,STAT101,100.0,81.94,73.6,87.6,73.09,84.22,85.66,78.23,84.49,80.95,79.23,84.99,88.03,92.43,100.0,82.2,B,9.0,78.61
DS006,PROG101,57.54,49.01,74.48,55.68,58.83,44.4,45.35,44.22,66.8,60.63,54.14,50.9,65.21,63.39,63.04,62.59,D,7.0,60.0
DS006,SYSC101,68.69,63.12,55.11,73.36,65.56,66.09,59.44,78.43,74.45,64.91,56.64,62.28,94.96,79.5,79.14,63.18,D,7.0,60.0
DS006,MATH201,54.72,68.59,73.85,61.73,65.85,62.06,70.72,63.51,63.23,77.6,55.82,72.37,63.56,62.31,65.48,67.64,D,7.0,60.0
DS006,STAT201,39.3,32.65,53.72,52.52,38.42,51.09,63.34,48.23,46.44,57.49,61.59,64.25,52.24,36.04,57.04,48.0,F,0.0,60.0
DS006,JAVA201,17.45,10.53,18.61,30.24,15.74,12.06,24.83,28.46,16.51,18.53,22.39,14.5,29.12,19.81,13.03,17.77,F,0.0,60.0
DS006,DBMS201,64.18,46.0,47.82,54.14,36.09,58.48,43.05,44.84,51.79,56.64,60.9,59.76,51.82,46.52,50.79,51.03,E,6.0,60.0
DS006,MLF301,85.66,70.37,96.41,75.02,84.91,82.31,79.04,86.32,82.62,80.22,83.53,74.23,68.2,84.85,80.63,86.02,B,9.0,60.0
DS006,DSA301,32.71,60.93,41.72,47.92,48.13,49.22,46.28,45.57,60.96,51.01,36.2,56.91,33.36,53.08,58.06,45.4,F,0.0,60.0
DS006,PDSA301,72.29,67.7,56.08,60.69,68.59,62.51,71.85,65.55,78.74,80.67,58.79,79.57,62.86,64.19,82.17,64.34,D,7.0,60.0
DS006,DBS301,83.68,72.42,81.99,88.36,80.35,76.11,79.06,69.34,83.86,74.44,76.51,86.22,73.31,69.16,81.87,79.68,C,8.0,60.0
DS006,MLT401,61.19,85.67,56.93,68.73,75.84,73.66,73.32,88.88,81.8,62.33,74.77,78.92,88.61,85.59,76.23,68.02,D,7.0,60.0
DS006,CSYS401,89.53,95.16,100.0,100.0,91.69,98.6,100.0,82.98,91.82,100.0,99.0,86.17,100.0,94.32,100.0,96.32,A,10.0,75.35
DS006,BDS401,63.2,50.61,52.24,44.51,50.52,74.24,59.65,58.43,70.18,52.39,51.27,52.33,60.81,68.78,47.88,55.24,E,6.0,60.0
DS006,DVIS401,42.48,38.71,78.32,40.8,60.08,40.31,62.21,49.54,52.23,36.9,58.04,44.58,43.19,55.1,54.07,58.43,E,6.0,60.0
DS006,MLP501,60.83,,,75.06,65.46,70.6,66.03,74.7,68.46,,,,,,,,,,60.0
DS006,DL501,64.48,,,74.88,77.27,59.99,67.77,54.31,70.18,,,,,,,,,,60.0
DS006,NLP501,80.0,,,86.34,94.76,87.07,88.52,90.0,75.78,,,,,,,,,,85.22
DS006,CV501,68.44,,,86.11,87.91,80.57,89.38,77.81,70.04,,,,,,,,,,67.55
DS007,MATH101,57.26,58.23,65.92,79.57,68.84,83.41,85.15,79.05,78.55,73.35,80.2,75.04,88.49,78.06,82.29,67.49,D,7.0,60.0
DS007,STAT101,50.66,68.84,23.78,54.48,47.74,50.17,53.77,68.04,56.26,56.44,68.63,60.71,57.02,58.32,57.13,44.66,F,0.0,60.0
DS007,PROG101,55.04,69.61,59.02,57.4,64.76,66.94,51.5,74.58,72.23,74.04,64.16,77.19,87.09,76.92,58.21,62.93,D,7.0,60.0
DS007,SYSC101,44.82,46.56,40.09,62.85,36.52,50.56,47.54,56.77,54.24,59.09,52.98,34.02,60.89,53.03,53.74,45.3,F,0.0,60.0
DS007,MATH201,76.73,91.41,67.7,84.39,83.07,78.48,86.35,82.08,77.95,83.35,71.99,75.75,86.37,86.96,79.91,76.72,C,8.0,60.0
DS007,STAT201,73.67,73.93,64.36,85.56,75.1,76.79,68.03,73.21,75.24,78.24,61.24,93.1,87.2,89.64,76.23,71.37,C,8.0,60.0
DS007,JAVA201,66.31,66.78,64.67,64.77,80.19,66.1,68.57,71.45,53.49,64.17,66.38,69.05,69.63,78.3,79.3,66.62,D,7.0,64.69
DS007,DBMS201,91.59,97.21,48.51,89.44,93.48,86.73,94.64,93.23,83.87,82.05,82.14,87.11,81.76,95.84,79.69,73.97,C,8.0,69.99
DS007,MLF301,46.82,56.1,45.12,43.47,53.01,48.71,50.14,62.07,62.71,47.39,60.24,66.11,59.29,51.51,66.94,50.28,E,6.0,60.0
DS007,DSA301,38.06,46.84,55.39,58.93,47.2,49.88,55.67,54.1,49.67,76.05,58.19,58.56,63.99,52.19,60.44,52.01,E,6.0,60.0
DS007,PDSA301,77.41,76.98,63.25,62.79,56.46,78.64,91.08,77.85,76.32,82.06,68.34,87.96,85.46,82.25,82.72,71.76,C,8.0,71.46
DS007,DBS301,62.41,43.77,26.99,51.27,58.22,57.01,68.86,56.32,68.55,50.4,64.98,59.22,74.54,62.36,54.71,44.88,F,0.0,60.0
DS007,MLT401,51.98,44.4,27.12,58.64,66.69,52.14,58.16,61.82,70.08,73.88,70.7,82.83,75.71,68.41,93.01,46.11,F,0.0,60.0
DS007,CSYS401,78.57,62.92,73.59,72.26,64.78,70.09,80.43,66.22,81.8,74.41,74.42,93.48,65.79,82.04,72.3,73.11,C,8.0,71.7
DS007,BDS401,50.1,52.69,72.97,57.71,54.16,52.05,67.29,66.65,68.56,59.01,62.45,64.46,67.77,67.11,67.61,63.48,D,7.0,60.0
DS007,DVIS401,87.71,70.02,42.29,65.63,73.75,72.46,89.87,73.08,86.03,81.36,77.97,77.85,65.52,64.1,76.73,63.18,D,7.0,65.17
DS007,MLP501,52.74,,,44.1,62.2,51.57,64.63,54.67,68.63,,,,,,,,,,60.0
DS007,DL501,100.0,,,96.07,81.37,86.06,92.05,93.27,84.39,,,,,,,,,,69.26
DS007,NLP501,77.26,,,95.47,94.79,88.15,83.02,84.45,87.99,,,,,,,,,,69.02
DS007,CV501,82.6,,,90.17,93.76,73.43,84.33,86.39,83.86,,,,,,,,,,77.39
DS008,MATH101,57.83,67.94,58.08,81.97,80.22,72.95,70.82,76.59,83.04,70.51,73.09,78.18,93.28,66.89,76.66,65.2,D,7.0,60.0
DS008,STAT101,75.25,77.12,75.8,81.75,80.94,91.56,83.08,80.0,93.03,74.96,94.73,98.47,92.43,77.68,94.78,79.26,C,8.0,60.15
DS008,PROG101,54.88,30.72,38.85,52.11,19.38,49.74,43.01,44.0,40.14,34.21,40.31,33.34,49.97,34.1,28.51,40.1,F,0.0,60.0
DS008,SYSC101,71.75,56.74,64.63,47.51,63.49,60.41,56.37,55.59,52.46,73.75,64.42,57.99,58.35,74.06,73.31,63.57,D,7.0,60.0
DS008,MATH201,74.58,100.0,73.03,68.87,90.63,80.17,65.54,63.62,74.77,79.54,84.19,66.86,81.55,80.88,92.93,78.64,C,8.0,60.0
DS008,STAT201,70.11,61.92,34.09,76.21,80.43,80.81,66.38,78.91,82.08,80.71,86.5,55.61,71.87,78.42,74.69,56.26,E,6.0,60.0
DS008,JAVA201,61.44,62.82,42.09,54.34,67.85,54.81,72.63,64.89,56.85,74.39,66.02,55.91,69.67,55.54,64.42,54.41,E,6.0,60.0
DS008,DBMS201,22.4,43.52,55.99,43.56,34.29,47.89,58.68,32.4,32.97,56.92,40.69,57.39,48.74,65.76,36.7,46.19,F,0.0,60.0
DS008,MLF301,53.01,50.52,65.75,56.72,68.51,62.68,64.6,66.81,60.01,73.47,54.55,61.12,55.25,72.32,66.05,60.88,D,7.0,60.0
DS008,DSA301,73.04,83.76,75.34,63.86,59.89,71.56,61.39,77.65,52.66,64.87,77.04,75.23,51.63,67.9,86.0,73.9,C,8.0,60.0
DS008,PDSA301,70.37,74.84,60.61,84.08,59.48,62.94,87.06,66.6,79.32,80.73,67.98,74.64,69.04,89.6,75.05,68.44,D,7.0,62.11
DS008,DBS301,78.94,100.0,82.89,74.71,74.1,78.7,85.79,79.85,89.85,87.53,85.91,86.42,73.59,82.81,100.0,84.98,B,9.0,60.0
DS008,MLT401,40.32,54.29,82.26,58.2,61.48,57.13,73.2,59.37,65.07,51.82,51.48,56.6,63.0,54.45,66.18,65.04,D,7.0,60.0
DS008,CSYS401,65.67,70.23,83.61,56.13,41.78,53.3,63.35,46.04,56.15,46.89,53.69,50.36,53.48,54.31,50.01,69.47,D,7.0,60.0
DS008,BDS401,87.63,62.49,96.8,69.15,72.93,78.23,72.52,78.52,77.16,81.03,78.52,70.15,79.43,74.98,71.59,83.84,B,9.0,60.0
DS008,DVIS401,44.94,59.93,67.74,69.57,58.41,50.68,50.91,73.94,56.07,53.99,61.4,50.72,54.08,62.07,74.14,60.73,D,7.0,60.0
DS008,MLP501,68.12,,,72.58,53.93,67.21,51.65,56.4,56.74,,,,,,,,,,60.0
DS008,DL501,46.9,,,38.97,44.44,36.92,59.43,57.71,48.4,,,,,,,,,,60.0
DS008,NLP501,100.0,,,92.28,92.82,96.78,100.0,93.81,82.48,,,,,,,,,,79.46
DS008,CV501,67.61,,,78.87,83.77,84.36,65.37,83.82,79.64,,,,,,,,,,61.07
DS009,MATH101,55.83,68.01,70.93,58.23,48.17,54.13,61.07,58.46,57.85,62.47,65.68,51.74,55.93,65.96,52.81,64.26,D,7.0,60.0
DS009,STAT101,86.65,83.69,68.58,77.45,70.99,76.62,68.68,84.76,65.62,65.18,76.63,85.73,83.81,80.64,80.85,75.91,C,8.0,60.0
DS009,PROG101,76.07,73.66,56.81,79.29,79.22,84.42,79.64,80.81,83.04,91.41,84.06,75.98,81.12,80.96,75.07,69.56,D,7.0,70.9
DS009,SYSC101,89.72,65.81,58.6,57.0,70.47,73.08,74.03,65.8,76.06,62.55,62.12,70.42,67.95,74.15,83.26,67.69,D,7.0,60.0
DS009,MATH201,83.21,96.41,100.0,93.37,78.89,81.47,89.42,100.0,100.0,100.0,92.48,100.0,95.33,93.58,83.65,94.65,A,10.0,85.5
