student_id,timestamp,interaction_type,course_code,course_name,duration_minutes
DS002,2024-11-22 20:45:19.934627,Update Profile,DSA301,Data Structures & Algorithms,
DS002,2024-10-24 20:45:19.934627,Update Profile,,,
DS002,2024-12-07 20:45:19.934627,Chat with Tutor,MATH201,Mathematics 2,
DS002,2025-02-16 20:45:19.934627,Take Quiz,,,
DS002,2025-03-24 20:45:19.934627,Forum Post,DL501,Deep Learning,
DS002,2025-02-27 20:45:19.934627,Update Profile,PDSA301,"Programming, Data Structures & Algorithms",
DS002,2025-01-13 20:45:19.934627,Download Resource,MLF301,Machine Learning Foundations,
DS002,2024-10-03 20:45:19.934627,Logout,CSYS401,Computer Systems,
DS002,2024-11-23 20:45:19.934627,Chat with Tutor,SYSC101,System Commands,
DS002,2025-03-02 20:45:19.934627,Watch Video,JAVA201,Java Programming,
DS002,2025-03-20 20:45:19.934627,Download Resource,MLF301,Machine Learning Foundations,
DS002,2024-12-05 20:45:19.934627,Take Quiz,PROG101,Programming Basics,
DS002,2024-10-07 20:45:19.934627,Take Quiz,DSA301,Data Structures & Algorithms,
DS002,2024-10-14 20:45:19.934627,Chat with Tutor,,,
DS002,2025-03-01 20:45:19.934627,Watch Video,,,
DS002,2025-01-09 20:45:19.934627,Forum Reply,,,
DS002,2025-02-09 20:45:19.934627,Forum Post,PDSA301,"Programming, Data Structures & Algorithms",
DS002,2025-03-20 20:45:19.934627,Take Quiz,,,
DS002,2025-01-26 20:45:19.934627,Download Resource,BA601,Business Analytics,
DS002,2024-10-28 20:45:19.934627,View Course,BDS401,Big Data Systems,
DS002,2025-02-01 20:45:19.934627,Submit Assignment,,,
DS002,2024-11-23 20:45:19.934627,Forum Reply,,,
DS002,2025-02-15 20:45:19.934627,Login,BA601,Business Analytics,164.0
DS002,2024-10-03 20:45:19.934627,Chat with Tutor,,,
DS002,2025-02-10 20:45:19.934627,Forum Reply,,,
DS002,2025-02-07 20:45:19.934627,View Course,DSA301,Data Structures & Algorithms,
DS002,2025-02-15 20:45:19.934627,View Course,,,
DS002,2025-02-19 20:45:19.934627,Submit Assignment,,,
DS002,2024-10-15 20:45:19.934627,Use Chatbot,,,
DS002,2024-10-02 20:45:19.934627,Take Quiz,NLP501,Natural Language Processing,
DS002,2024-12-27 20:45:19.934627,Update Profile,,,
DS002,2024-12-15 20:45:19.934627,Take Quiz,MATH101,Mathematics 1,
DS002,2025-03-05 20:45:19.934627,Update Profile,,,
DS002,2025-02-21 20:45:19.934627,Forum Post,PROG101,Programming Basics,
DS002,2025-03-03 20:45:19.934627,Forum Post,CAP601,Capstone Project,
DS002,2024-12-10 20:45:19.934627,Watch Video,,,
DS002,2025-03-18 20:45:19.934627,Submit Assignment,,,
DS002,2024-12-30 20:45:19.934627,View Course,DBS301,Database Systems,
DS002,2024-10-20 20:45:19.934627,Take Quiz,PROG101,Programming Basics,
DS002,2025-02-04 20:45:19.934627,Forum Reply,PROG101,Programming Basics,
DS002,2024-10-12 20:45:19.934627,Use Chatbot,TSA601,Time Series Analysis,
DS002,2024-10-13 20:45:19.934627,Forum Reply,PDSA301,"Programming, Data Structures & Algorithms",
DS002,2024-10-25 20:45:19.934627,Logout,MLT401,Machine Learning Techniques,
DS002,2024-11-18 20:45:19.934627,Watch Video,,,
DS002,2024-12-20 20:45:19.934627,Use Chatbot,DL501,Deep Learning,
DS002,2024-12-27 20:45:19.934627,Submit Assignment,NLP501,Natural Language Processing,
DS002,2025-01-22 20:45:19.934627,Forum Post,DL501,Deep Learning,
DS002,2024-10-14 20:45:19.934627,View Course,,,
DS002,2025-02-06 20:45:19.934627,Logout,STAT101,Statistics 1,
DS002,2025-03-11 20:45:19.934627,Take Quiz,,,
DS002,2025-01-29 20:45:19.934627,Forum Reply,RL601,Reinforcement Learning,
DS002,2024-12-25 20:45:19.934627,Login,JAVA201,Java Programming,9.0
DS002,2024-12-03 20:45:19.934627,Login,CAP601,Capstone Project,71.0
DS002,2024-10-21 20:45:19.934627,Login,MLF301,Machine Learning Foundations,162.0
DS002,2025-02-19 20:45:19.934627,Use Chatbot,CV501,Computer Vision,
DS002,2024-12-05 20:45:19.934627,Logout,,,
DS002,2024-12-17 20:45:19.934627,Chat with Tutor,CAP601,Capstone Project,
DS002,2024-11-26 20:45:19.934627,Logout,RL601,Reinforcement Learning,
DS002,2025-03-07 20:45:19.934627,Take Quiz,,,
DS002,2025-03-02 20:45:19.934627,Download Resource,,,
DS002,2025-01-18 20:45:19.934627,View Course,JAVA201,Java Programming,
DS003,2025-01-30 20:45:19.934627,Logout,DSA301,Data Structures & Algorithms,
DS003,2024-11-19 20:45:19.934627,Update Profile,CV501,Computer Vision,
DS003,2024-11-04 20:45:19.934627,Update Profile,,,
DS003,2024-12-11 20:45:19.934627,View Course,JAVA201,Java Programming,
DS003,2024-12-09 20:45:19.934627,Login,DSA301,Data Structures & Algorithms,7.0
DS003,2025-03-11 20:45:19.934627,Take Quiz,SYSC101,System Commands,
DS003,2024-11-08 20:45:19.934627,Use Chatbot,DBMS201,DBMS,
DS003,2024-11-20 20:45:19.934627,Download Resource,,,
DS003,2024-10-28 20:45:19.934627,Chat with Tutor,CV501,Computer Vision,
DS003,2024-11-21 20:45:19.934627,Update Profile,,,
DS003,2025-01-09 20:45:19.934627,Forum Reply,,,
DS003,2025-01-26 20:45:19.934627,Login,STAT201,Statistics 2,56.0
DS003,2024-11-06 20:45:19.934627,Forum Post,STAT101,Statistics 1,
DS003,2024-11-24 20:45:19.934627,View Course,MLP501,Machine Learning Practice,
DS003,2024-11-08 20:45:19.934627,Forum Reply,BDS401,Big Data Systems,
DS003,2025-02-24 20:45:19.934627,Take Quiz,CSYS401,Computer Systems,
DS003,2025-02-16 20:45:19.934627,Update Profile,CV501,Computer Vision,
DS003,2025-01-10 20:45:19.934627,Chat with Tutor,MATH201,Mathematics 2,
DS003,2025-01-20 20:45:19.934627,Chat with Tutor,JAVA201,Java Programming,
DS003,2025-01-22 20:45:19.934627,Take Quiz,MATH201,Mathematics 2,
DS003,2025-01-21 20:45:19.934627,Watch Video,JAVA201,Java Programming,
DS003,2025-01-09 20:45:19.934627,Watch Video,DVIS401,Data Visualization,
DS003,2025-03-09 20:45:19.934627,Download Resource,,,
DS003,2025-01-21 20:45:19.934627,Forum Post,DL501,Deep Learning,
DS003,2025-02-17 20:45:19.934627,Forum Reply,MATH201,Mathematics 2,
DS003,2024-10-28 20:45:19.934627,Forum Post,PROG101,Programming Basics,
DS003,2025-03-17 20:45:19.934627,Forum Reply,DL501,Deep Learning,
DS003,2024-11-24 20:45:19.934627,Update Profile,,,
DS003,2025-01-01 20:45:19.934627,Forum Reply,NLP501,Natural Language Processing,
DS003,2025-03-11 20:45:19.934627,Logout,MLP501,Machine Learning Practice,
DS003,2024-10-08 20:45:19.934627,Update Profile,STAT201,Statistics 2,
DS003,2025-02-13 20:45:19.934627,Forum Post,NLP501,Natural Language Processing,
DS003,2024-11-09 20:45:19.934627,Update Profile,PDSA301,"Programming, Data Structures & Algorithms",
DS003,2025-01-09 20:45:19.934627,Forum Post,,,
DS003,2025-02-22 20:45:19.934627,Take Quiz,DVIS401,Data Visualization,
DS003,2024-10-07 20:45:19.934627,Submit Assignment,,,
DS003,2024-11-12 20:45:19.934627,Use Chatbot,,,
DS003,2025-03-20 20:45:19.934627,Watch Video,,,
DS003,2025-02-24 20:45:19.934627,Forum Reply,,,
DS003,2024-12-26 20:45:19.934627,Take Quiz,,,
DS003,2024-11-30 20:45:19.934627,Update Profile,,,
DS003,2025-01-02 20:45:19.934627,Watch Video,MATH101,Mathematics 1,
DS003,2025-03-18 20:45:19.934627,Take Quiz,MLF301,Machine Learning Foundations,
DS004,2025-03-17 20:45:19.934627,Chat with Tutor,BDS401,Big Data Systems,
DS004,2025-03-21 20:45:19.934627,Update Profile,,,
DS004,2024-11-13 20:45:19.934627,Logout,,,
DS004,2024-10-03 20:45:19.934627,Take Quiz,STAT101,Statistics 1,
DS004,2024-09-29 20:45:19.934627,Logout,,,
DS004,2025-01-25 20:45:19.934627,Update Profile,STAT101,Statistics 1,
DS004,2025-03-26 20:45:19.934627,Use Chatbot,DSA301,Data Structures & Algorithms,
DS004,2024-11-16 20:45:19.934627,Use Chatbot,RL601,Reinforcement Learning,
DS004,2025-01-05 20:45:19.934627,Logout,,,
DS004,2024-12-01 20:45:19.934627,View Course,,,
DS004,2024-12-16 20:45:19.934627,Login,,,57.0
DS004,2024-12-09 20:45:19.934627,Download Resource,,,
DS004,2024-09-29 20:45:19.934627,View Course,,,
DS004,2025-01-03 20:45:19.934627,Login,DBS301,Database Systems,44.0
DS004,2025-01-28 20:45:19.934627,Forum Post,,,
DS004,2025-03-07 20:45:19.934627,Login,,,103.0
DS004,2025-03-22 20:45:19.934627,Login,,,164.0
DS004,2024-11-20 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS004,2024-12-10 20:45:19.934627,Take Quiz,TSA601,Time Series Analysis,
DS004,2025-01-24 20:45:19.934627,Submit Assignment,PDSA301,"Programming, Data Structures & Algorithms",
DS004,2025-01-21 20:45:19.934627,Update Profile,,,
DS004,2025-02-27 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS004,2024-11-18 20:45:19.934627,Take Quiz,STAT101,Statistics 1,
DS004,2025-01-03 20:45:19.934627,Logout,,,
DS004,2025-01-21 20:45:19.934627,View Course,MATH201,Mathematics 2,
DS004,2024-10-14 20:45:19.934627,Forum Reply,BDS401,Big Data Systems,
DS004,2024-11-12 20:45:19.934627,Login,,,156.0
DS004,2024-11-18 20:45:19.934627,Login,DSA301,Data Structures & Algorithms,44.0
DS004,2025-03-08 20:45:19.934627,Forum Reply,DVIS401,Data Visualization,
DS004,2024-12-20 20:45:19.934627,Login,BA601,Business Analytics,30.0
DS004,2024-11-30 20:45:19.934627,Submit Assignment,,,
DS004,2024-12-20 20:45:19.934627,Forum Reply,,,
DS004,2024-11-07 20:45:19.934627,Submit Assignment,MATH101,Mathematics 1,
DS004,2024-11-24 20:45:19.934627,Forum Post,,,
DS004,2025-02-08 20:45:19.934627,View Course,,,
DS004,2025-01-10 20:45:19.934627,Chat with Tutor,DVIS401,Data Visualization,
DS004,2024-09-28 20:45:19.934627,Watch Video,CSYS401,Computer Systems,
DS004,2025-03-14 20:45:19.934627,Logout,STAT201,Statistics 2,
DS004,2024-12-16 20:45:19.934627,Forum Reply,MLT401,Machine Learning Techniques,
DS004,2024-12-14 20:45:19.934627,Submit Assignment,BA601,Business Analytics,
DS004,2024-12-03 20:45:19.934627,Submit Assignment,,,
DS004,2025-01-24 20:45:19.934627,View Course,,,
DS004,2024-12-09 20:45:19.934627,Logout,,,
DS004,2024-12-17 20:45:19.934627,Watch Video,,,
DS004,2025-03-23 20:45:19.934627,View Course,,,
DS004,2024-12-10 20:45:19.934627,Take Quiz,PDSA301,"Programming, Data Structures & Algorithms",
DS004,2024-10-18 20:45:19.934627,Submit Assignment,BA601,Business Analytics,
DS004,2024-11-28 20:45:19.934627,Watch Video,DVIS401,Data Visualization,
DS004,2024-10-17 20:45:19.934627,Logout,MLT401,Machine Learning Techniques,
DS004,2024-11-19 20:45:19.934627,Chat with Tutor,,,
DS004,2024-11-08 20:45:19.934627,Download Resource,BDS401,Big Data Systems,
DS004,2024-10-03 20:45:19.934627,Login,BA601,Business Analytics,153.0
DS004,2024-12-26 20:45:19.934627,View Course,PDSA301,"Programming, Data Structures & Algorithms",
DS004,2025-02-16 20:45:19.934627,Login,,,97.0
DS004,2024-11-27 20:45:19.934627,Submit Assignment,CSYS401,Computer Systems,
DS004,2024-10-08 20:45:19.934627,Forum Post,JAVA201,Java Programming,
DS004,2025-02-06 20:45:19.934627,Forum Reply,CAP601,Capstone Project,
DS004,2025-01-07 20:45:19.934627,Chat with Tutor,BA601,Business Analytics,
DS004,2025-03-18 20:45:19.934627,View Course,PDSA301,"Programming, Data Structures & Algorithms",
DS004,2025-01-02 20:45:19.934627,Submit Assignment,MLF301,Machine Learning Foundations,
DS004,2024-11-28 20:45:19.934627,Forum Post,,,
DS004,2024-12-31 20:45:19.934627,Logout,PROG101,Programming Basics,
DS004,2025-03-02 20:45:19.934627,Take Quiz,,,
DS004,2025-03-02 20:45:19.934627,Forum Post,STAT101,Statistics 1,
DS004,2024-12-04 20:45:19.934627,Forum Reply,CSYS401,Computer Systems,
DS004,2025-02-04 20:45:19.934627,Submit Assignment,DBS301,Database Systems,
DS004,2024-12-31 20:45:19.934627,Login,PDSA301,"Programming, Data Structures & Algorithms",45.0
DS004,2024-10-29 20:45:19.934627,Chat with Tutor,JAVA201,Java Programming,
DS004,2025-01-03 20:45:19.934627,Chat with Tutor,MATH201,Mathematics 2,
DS004,2025-03-10 20:45:19.934627,Update Profile,MLF301,Machine Learning Foundations,
DS004,2024-11-19 20:45:19.934627,Forum Post,,,
DS004,2025-01-22 20:45:19.934627,Logout,,,
DS004,2025-01-18 20:45:19.934627,Logout,,,
DS004,2025-02-16 20:45:19.934627,Submit Assignment,MATH201,Mathematics 2,
DS004,2025-01-07 20:45:19.934627,Login,PROG101,Programming Basics,27.0
DS004,2024-10-31 20:45:19.934627,Logout,,,
DS004,2024-10-04 20:45:19.934627,Forum Reply,PROG101,Programming Basics,
DS004,2025-01-03 20:45:19.934627,Update Profile,NLP501,Natural Language Processing,
DS004,2025-01-28 20:45:19.934627,Update Profile,CV501,Computer Vision,
DS004,2025-01-21 20:45:19.934627,Forum Reply,MATH101,Mathematics 1,
DS004,2024-10-26 20:45:19.934627,Logout,SYSC101,System Commands,
DS004,2025-01-21 20:45:19.934627,Download Resource,TSA601,Time Series Analysis,
DS004,2025-03-18 20:45:19.934627,Forum Reply,,,
DS004,2024-12-03 20:45:19.934627,View Course,,,
DS004,2025-02-13 20:45:19.934627,Download Resource,,,
DS004,2024-10-04 20:45:19.934627,Submit Assignment,,,
DS004,2025-01-30 20:45:19.934627,Forum Reply,TSA601,Time Series Analysis,
DS005,2024-10-20 20:45:19.934627,Logout,,,
DS005,2024-09-30 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS005,2024-11-20 20:45:19.934627,Update Profile,,,
DS005,2024-12-01 20:45:19.934627,View Course,DVIS401,Data Visualization,
DS005,2025-01-25 20:45:19.934627,Chat with Tutor,DVIS401,Data Visualization,
DS005,2025-02-26 20:45:19.934627,Chat with Tutor,,,
DS005,2024-11-04 20:45:19.934627,Forum Post,CAP601,Capstone Project,
DS005,2025-01-29 20:45:19.934627,Forum Reply,MLP501,Machine Learning Practice,
DS005,2025-01-25 20:45:19.934627,Update Profile,PROG101,Programming Basics,
DS005,2025-03-03 20:45:19.934627,Download Resource,DVIS401,Data Visualization,
DS005,2024-12-12 20:45:19.934627,View Course,DSA301,Data Structures & Algorithms,
DS005,2024-12-28 20:45:19.934627,Use Chatbot,,,
DS005,2025-03-12 20:45:19.934627,Chat with Tutor,DBMS201,DBMS,
DS005,2024-10-03 20:45:19.934627,Download Resource,,,
DS005,2025-01-19 20:45:19.934627,Login,BA601,Business Analytics,104.0
DS005,2025-02-20 20:45:19.934627,Take Quiz,MLP501,Machine Learning Practice,
DS005,2025-01-28 20:45:19.934627,Download Resource,BA601,Business Analytics,
DS005,2024-10-05 20:45:19.934627,Download Resource,,,
DS005,2025-01-02 20:45:19.934627,View Course,,,
DS005,2024-12-02 20:45:19.934627,Submit Assignment,PROG101,Programming Basics,
DS005,2025-03-05 20:45:19.934627,Logout,MLP501,Machine Learning Practice,
DS005,2025-02-01 20:45:19.934627,Forum Reply,,,
DS005,2025-02-17 20:45:19.934627,Submit Assignment,TSA601,Time Series Analysis,
DS005,2024-10-14 20:45:19.934627,Forum Reply,CV501,Computer Vision,
DS005,2025-03-04 20:45:19.934627,Forum Reply,TSA601,Time Series Analysis,
DS005,2024-11-20 20:45:19.934627,Watch Video,CAP601,Capstone Project,
DS005,2025-03-16 20:45:19.934627,Take Quiz,MLT401,Machine Learning Techniques,
DS005,2024-10-21 20:45:19.934627,Download Resource,CAP601,Capstone Project,
DS005,2024-10-03 20:45:19.934627,Logout,DBMS201,DBMS,
DS005,2024-11-24 20:45:19.934627,Submit Assignment,,,
DS005,2025-03-14 20:45:19.934627,Update Profile,MLT401,Machine Learning Techniques,
DS005,2024-12-01 20:45:19.934627,Login,JAVA201,Java Programming,111.0
DS005,2025-03-24 20:45:19.934627,Submit Assignment,,,
DS005,2024-10-12 20:45:19.934627,Download Resource,NLP501,Natural Language Processing,
DS005,2024-10-16 20:45:19.934627,Watch Video,STAT101,Statistics 1,
DS005,2024-12-18 20:45:19.934627,Chat with Tutor,RL601,Reinforcement Learning,
DS005,2025-01-06 20:45:19.934627,View Course,STAT201,Statistics 2,
DS005,2024-10-02 20:45:19.934627,Download Resource,MLT401,Machine Learning Techniques,
DS005,2025-03-09 20:45:19.934627,Take Quiz,MATH101,Mathematics 1,
DS005,2024-12-29 20:45:19.934627,Forum Post,CSYS401,Computer Systems,
DS005,2025-02-13 20:45:19.934627,Forum Post,TSA601,Time Series Analysis,
DS005,2025-02-16 20:45:19.934627,Take Quiz,PROG101,Programming Basics,
DS005,2024-11-13 20:45:19.934627,Logout,PROG101,Programming Basics,
DS005,2024-10-03 20:45:19.934627,Update Profile,SYSC101,System Commands,
DS005,2025-02-14 20:45:19.934627,Forum Post,,,
DS005,2024-11-04 20:45:19.934627,Login,CAP601,Capstone Project,53.0
DS005,2024-10-09 20:45:19.934627,Download Resource,,,
DS005,2024-12-02 20:45:19.934627,Use Chatbot,,,
DS005,2025-02-07 20:45:19.934627,Download Resource,,,
DS005,2025-03-16 20:45:19.934627,Download Resource,,,
DS005,2025-01-20 20:45:19.934627,Logout,MLT401,Machine Learning Techniques,
DS005,2025-01-31 20:45:19.934627,Forum Post,DBMS201,DBMS,
DS005,2025-02-11 20:45:19.934627,Logout,MLT401,Machine Learning Techniques,
DS005,2025-03-23 20:45:19.934627,Use Chatbot,NLP501,Natural Language Processing,
DS005,2025-02-16 20:45:19.934627,Login,,,107.0
DS005,2024-10-22 20:45:19.934627,Update Profile,BDS401,Big Data Systems,
DS005,2025-03-19 20:45:19.934627,Use Chatbot,STAT201,Statistics 2,
DS005,2024-11-04 20:45:19.934627,Take Quiz,DVIS401,Data Visualization,
DS005,2025-02-22 20:45:19.934627,Update Profile,DSA301,Data Structures & Algorithms,
DS005,2024-12-13 20:45:19.934627,Forum Reply,,,
DS005,2025-01-15 20:45:19.934627,Chat with Tutor,,,
DS005,2025-02-03 20:45:19.934627,Use Chatbot,DL501,Deep Learning,
DS005,2025-01-21 20:45:19.934627,Submit Assignment,STAT101,Statistics 1,
DS005,2024-12-02 20:45:19.934627,Use Chatbot,,,
DS005,2025-01-12 20:45:19.934627,Download Resource,,,
DS005,2025-03-17 20:45:19.934627,Watch Video,,,
DS005,2024-11-11 20:45:19.934627,Forum Post,CSYS401,Computer Systems,
DS005,2025-01-04 20:45:19.934627,Take Quiz,MLF301,Machine Learning Foundations,
DS005,2025-02-27 20:45:19.934627,Take Quiz,NLP501,Natural Language Processing,
DS005,2025-02-11 20:45:19.934627,Watch Video,,,
DS005,2025-03-16 20:45:19.934627,Logout,,,
DS005,2024-12-10 20:45:19.934627,Login,MLF301,Machine Learning Foundations,104.0
DS005,2025-01-12 20:45:19.934627,Forum Post,STAT201,Statistics 2,
DS005,2025-02-04 20:45:19.934627,Chat with Tutor,DBMS201,DBMS,
DS005,2025-02-17 20:45:19.934627,Submit Assignment,,,
DS005,2025-02-01 20:45:19.934627,Use Chatbot,PDSA301,"Programming, Data Structures & Algorithms",
DS005,2024-12-15 20:45:19.934627,Update Profile,MLT401,Machine Learning Techniques,
